id,book_id,best_book_id,books_count,isbn13,authors,original_publication_year,original_title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,image_url
1745,6050678,6050678,54,9781416971730,Scott Westerfeld,2009,Leviathan,3.91,69065,72965,6395,https://images.gr-assets.com/books/1275694232m/6050678.jpg
1746,13153,13153,43,9780006498520,James Patterson,1995,Hide and Seek,4.1,53038,54463,455,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1748,14756,14756,48,9780743470120,Jennifer Weiner,2005,Goodnight Nobody,3.64,51748,53145,1870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1749,263050,263050,45,9780330488910,Ben Sherwood,2004,The Death and Life of Charlie St. Cloud,4.01,46361,50912,2166,https://images.gr-assets.com/books/1329827169m/263050.jpg
1750,4866,4866,175,9780671035980,Dale Carnegie,1944,How to Stop Worrying and Start Living,4.08,46797,51418,1325,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1751,114145,114145,72,9780515114690,Nora Roberts,1994,Born in Fire ,4.21,56901,59283,941,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1752,77262,77262,34,9780060921150,Barbara Kingsolver,1990,Animal Dreams,4.05,51007,53763,1983,https://images.gr-assets.com/books/1481663395m/77262.jpg
1754,6485421,6485421,14,9781416997860,Cassandra Clare,2009,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,4.57,55518,57313,981,https://images.gr-assets.com/books/1312016549m/6485421.jpg
1755,14554,14554,87,9780006479670,Sidney Sheldon,1985,If Tomorrow Comes,4.01,44722,48482,1599,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1756,276287,276287,50,9783822858650,"M.C. Escher, Bruce Brooks Pfeiffer",1956,M.C. Escher: grafiek en tekeningen,3.93,50047,50389,93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1757,27252,27252,75,9780345416260,Donna Woolfolk Cross,1996,Pope Joan,4.06,51385,56247,4079,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1758,6259,6259,71,9780679776820,Sebastian Faulks,1993,Birdsong,4.07,49930,55657,2543,https://images.gr-assets.com/books/1349952101m/6259.jpg
1759,121127,121127,45,9780812576400,Terry Goodkind,2000,"Faith of the Fallen  (Sword of Truth, #6)",4.11,53676,56403,987,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1760,7243142,7243142,12,9781606412380,Brandon Mull,2010,"Fablehaven: Keys to the Demon Prison (Fablehaven, #5)",4.42,58481,59949,3022,https://images.gr-assets.com/books/1298081448m/7243142.jpg
1761,6346975,6346975,63,9781594202290,Joshua Foer,2011,Moonwalking with Einstein: The Art and Science of Remembering Everything,3.85,48816,53638,4129,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1762,5176,5176,33,9780345443280,Sue Miller,1998,While I Was Gone,3.67,52244,52947,1141,https://images.gr-assets.com/books/1495632082m/5176.jpg
1763,33668,33668,76,9780446613360,"James Patterson, Maxine Paetro",2005,"4th of July (Women's Murder Club, #4)",4.04,55637,60809,1695,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1764,2179276,2179276,74,9781423108370,Eoin Colfer,2008,The Time Paradox,4.07,61987,65609,1877,https://images.gr-assets.com/books/1395218526m/2179276.jpg
1765,858719,858719,38,9780590442980,Norman Bridwell,1963,An Itchy Day,4.09,58925,59331,536,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1766,12680907,12680907,51,9780803734740,Kristin Cashore,2012,Bitterblue,4.01,74479,80120,7159,https://images.gr-assets.com/books/1331532273m/12680907.jpg
1767,6604794,6604794,68,9780803734950,Jandy Nelson,2010,The Sky Is Everywhere,4.04,61937,71175,7709,https://images.gr-assets.com/books/1496659743m/6604794.jpg
1768,34504,34504,103,9780061020670,Terry Pratchett,1988,Wyrd Sisters,4.11,60472,69520,2031,https://images.gr-assets.com/books/1275974472m/34504.jpg
1769,17617277,17617277,28,9781301347940,Katy Evans,2013,Real,4.21,83000,87959,7007,https://images.gr-assets.com/books/1363442697m/17617277.jpg
1770,15729539,15729539,20,9780062200570,Joe Hill,2013,NOS4A2,4.06,50181,59499,7761,https://images.gr-assets.com/books/1369591617m/15729539.jpg
1771,337113,337113,596,9780140434740,"Anne Brontë, Stevie Davies",1848,The Tenant of Wildfell Hall,3.91,59408,65305,2751,https://images.gr-assets.com/books/1479652419m/337113.jpg
1772,272895,272895,59,9780965476030,"Walter Farley, Keith Ward",1941,The Black Stallion,4.18,60720,62791,967,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1774,65111,65111,48,9780064410140,"Lemony Snicket, Brett Helquist",2004,The Grim Grotto,3.99,73492,76000,1545,https://images.gr-assets.com/books/1415580928m/65111.jpg
1775,581409,581409,33,9788424133500,Tomie dePaola,1975,Strega Nona,4.22,65259,66299,865,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1776,11381643,11381643,17,9780983212550,R.L. Mathewson,2011,Playing for Keeps,4.08,85266,91010,4884,https://images.gr-assets.com/books/1406585295m/11381643.jpg
1777,187633,187633,15,9780961454740,"David Bayles, Ted Orland",1993,Art & Fear: Observations on the Perils (and Rewards) of Artmaking,3.67,47688,48226,742,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1778,91767,91767,42,9780060085900,Hayden Herrera,1983,Frida. A Biography of Frida Kahlo,3.94,43976,44533,330,https://images.gr-assets.com/books/1407108642m/91767.jpg
1779,11918,11918,68,9780452286030,Kelley Armstrong,2001,Bitten,4.06,71988,77950,3981,https://images.gr-assets.com/books/1306101770m/11918.jpg
1780,8705784,8705784,29,9780312624680,C.C. Hunter,2011,Born at Midnight,4.13,68084,70503,3837,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1781,191113,191113,24,9781844280130,Mo Willems,2003,Don't Let the Pigeon Drive the Bus,4.29,59698,62247,2832,https://images.gr-assets.com/books/1328495575m/191113.jpg
1782,17347389,17347389,48,9780545424940,Maggie Stiefvater,2013,The Dream Thieves,4.27,75637,84512,10775,https://images.gr-assets.com/books/1477103777m/17347389.jpg
1783,264,264,508,9780141439630,"Henry James, Patricia Crick",1881,The Portrait of a Lady,3.76,55019,59317,2105,https://images.gr-assets.com/books/1502148606m/264.jpg
1784,264158,264158,284,9780486290720,"Edgar Allan Poe, Gustave Doré",1844,The Raven,4.28,56633,69127,1341,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1785,99300,99300,18,9780486298570,Charlotte Perkins Gilman,1892,The Yellow Wallpaper,4.02,64690,64970,1385,https://images.gr-assets.com/books/1327909237m/99300.jpg
1786,26245850,26245850,51,9781455561780,Noah Hawley,2016,Before the Fall,3.76,48807,63003,8059,https://images.gr-assets.com/books/1462515889m/26245850.jpg
1788,24813,24813,17,9780836204380,Bill Watterson,1995,The Calvin and Hobbes Tenth Anniversary Book,4.63,48280,48829,346,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1789,4325,4325,35,9780142401750,Sarah Dessen,2000,Dreamland ,3.91,64082,65731,3813,https://images.gr-assets.com/books/1385861832m/4325.jpg
1790,14568987,14568987,20,9781616201330,B.A. Shapiro,2012,The Art Forger,3.69,47873,54799,5220,https://images.gr-assets.com/books/1348518546m/14568987.jpg
1791,248483,248483,33,9781596912850,Shannon Hale,2007,Austenland,3.54,66400,71565,10310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1792,18749,18749,96,9781400044160,Chimamanda Ngozi Adichie,2006,Half of a Yellow Sun,4.28,46716,57021,5296,https://images.gr-assets.com/books/1327934717m/18749.jpg
1793,105578,105578,25,9780345498330,Chetan Bhagat,2005,One Night @ The Call Center,2.47,40718,44833,1244,https://images.gr-assets.com/books/1320500924m/105578.jpg
1794,23209927,23209927,39,9780385523230,Sara Gruen,2015,At the Water's Edge,3.65,44956,54207,7018,https://images.gr-assets.com/books/1412194706m/23209927.jpg
1795,11607,11607,51,9780451197960,"Richard Bachman, Stephen King",1982,The Running Man,3.8,62268,67356,1929,https://images.gr-assets.com/books/1333160557m/11607.jpg
1796,68210,68210,75,9780312424400,Marilynne Robinson,2004,Gilead,3.84,54081,58412,7870,https://images.gr-assets.com/books/1451555787m/68210.jpg
1797,2794,2794,92,9780060913080,Thomas Pynchon,1966,The Crying of Lot 49,3.7,48692,54779,3489,https://images.gr-assets.com/books/1375727632m/2794.jpg
1798,11389875,23190986,3,9780525953100,Ken Follett,2014,Edge of Eternity,4.04,21459,52737,5078,https://images.gr-assets.com/books/1377871984m/11389875.jpg
1799,8428064,8428064,46,9781423121310,Rachel Hawkins,2011,Demonglass,4.13,74589,77626,4496,https://images.gr-assets.com/books/1287692542m/8428064.jpg
1800,22590,22590,151,9788498000830,"Philip K. Dick, David Alabort, Manuel Espín",1969,Ubik,4.1,48256,58063,2957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1801,15575,15575,110,9781857231520,Terry Brooks,1977,The Sword of Shannara,3.76,58967,66645,3140,https://images.gr-assets.com/books/1470063017m/15575.jpg
1802,32418,32418,132,9780099297700,Thomas Harris,1999,Hannibal,3.72,57569,63555,2098,https://images.gr-assets.com/books/1327356556m/32418.jpg
1803,395871,395871,33,9780061140980,L.J. Smith,2007,The Awakening and the Struggle,3.67,68651,72227,3856,https://images.gr-assets.com/books/1393837129m/395871.jpg
1804,1466455,1466455,42,9780060586130,Liane Moriarty,2003,Three Wishes,3.76,40569,56511,4126,https://images.gr-assets.com/books/1183888822m/1466455.jpg
1805,3575676,3575676,12,9781416974530,L.J. Smith,2009,"Night World, No. 3",4.2,58232,59070,809,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1806,5174,5174,63,9780743466520,Ann-Marie MacDonald,1996,Fall on Your Knees,3.95,50446,53947,2655,https://images.gr-assets.com/books/1481449709m/5174.jpg
1807,10626594,10626594,47,9780545224900,Maggie Stiefvater,2011,The Scorpio Races,4.08,70335,76231,10427,https://images.gr-assets.com/books/1461209661m/10626594.jpg
1808,18966806,18966806,42,9780345539850,Pierce Brown,2016,Morning Star,4.5,47736,61499,6398,https://images.gr-assets.com/books/1461354277m/18966806.jpg
1809,201341,201341,41,9780441005760,Brian Jacques,1988,Mossflower,4.09,56860,58425,654,https://images.gr-assets.com/books/1281811805m/201341.jpg
1810,23848559,23848559,38,9781250077000,Jenny  Lawson,2015,Furiously Happy,3.93,59743,67556,8498,https://images.gr-assets.com/books/1429101901m/23848559.jpg
1811,6420,6420,26,9780312986350,Janet Evanovich,2002,Visions of Sugar Plums,3.68,62726,65154,1565,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1812,13810,13810,37,9780553564940,Raymond E. Feist,1982,"Magician: Master (The Riftwar Saga, #2)",4.25,53878,55314,524,https://images.gr-assets.com/books/1320457190m/13810.jpg
1813,15505346,15505346,53,9781405910220,Tracey Garvis-Graves,2011,On the Island,4.13,28651,64682,7927,https://images.gr-assets.com/books/1339162550m/15505346.jpg
1814,8492768,8492768,40,9781439164630,Lisa Genova,2011,Left Neglected,3.95,52095,56765,6006,https://images.gr-assets.com/books/1285414621m/8492768.jpg
1815,5509,5509,48,9780671662350,"Miep Gies, Alison Leslie Gold",1987,Anne Frank Remembered,4.26,50412,51027,629,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1816,13055592,13055592,41,9780765317000,John Scalzi,2012,Redshirts,3.84,53746,62419,7934,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1817,41716,41716,70,9780307209610,Clive Cussler,1992,Sahara,3.95,47054,48850,745,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1818,2168860,2168860,45,9780061245090,Jeaniene Frost,2008,One Foot in the Grave,4.31,76368,81752,3250,https://images.gr-assets.com/books/1373857981m/2168860.jpg
1819,1282954,1282954,32,9780060890680,Liane Moriarty,2006,The Last Anniversary,3.72,35325,53186,3819,https://images.gr-assets.com/books/1482971434m/1282954.jpg
1820,5047880,5047880,47,9780061449060,Michael  Grant,2009,Hunger ,4.02,60519,65389,3102,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1821,2292384,2292384,39,9780312349520,Janet Evanovich,2008,Fearless Fourteen,4.02,70806,75011,3147,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1822,12615008,12615008,20,9788129118810,Chetan Bhagat,2011,"Revolution 2020: Love, Corruption, Ambition",3.07,42845,44470,1656,https://images.gr-assets.com/books/1317964666m/12615008.jpg
1823,160629,160629,109,9780007174160,"Michael Bond, Peggy Fortnum",1958,A Bear Called Paddington,4.21,62590,64024,783,https://images.gr-assets.com/books/1393784912m/160629.jpg
1824,162089,162089,62,9780060887340,Sara Shepard,2007,Flawless,3.96,59403,64318,3150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1825,91253,91253,76,9780440800460,Beverly Cleary,1981,"Ramona Quimby, Age 8",4.08,58135,61520,1177,https://images.gr-assets.com/books/1300270683m/91253.jpg
1826,98427,98427,67,9780446364800,Nelson DeMille,1992,The General's Daughter,4.07,50264,51626,555,https://images.gr-assets.com/books/1334443536m/98427.jpg
1827,65118,65118,62,9781405206130,"Lemony Snicket, Brett Helquist",2001,The Hostile Hospital,3.95,66327,73955,1727,https://images.gr-assets.com/books/1442446120m/65118.jpg
1828,330744,330744,16,9781569319480,Rumiko Takahashi,1997,犬夜叉 1,4.26,45993,46244,374,https://images.gr-assets.com/books/1288648681m/330744.jpg
1829,226162,226162,34,9780451219430,David Seltzer,1976,The Omen,3.99,49935,50574,286,https://images.gr-assets.com/books/1421963974m/226162.jpg
1830,6134826,6134826,69,9780312532760,Alyson Noel,2009,Blue Moon,3.61,74367,78447,3611,https://images.gr-assets.com/books/1362336365m/6134826.jpg
1831,12849385,12849385,58,9780446573000,David Baldacci,2012,The Innocent,4.1,46216,56819,3704,https://images.gr-assets.com/books/1329854216m/12849385.jpg
1832,2161733,2161733,127,9780446402390,Tom Rob Smith,2008,Child 44,4.08,46734,56031,5355,https://images.gr-assets.com/books/1326549060m/2161733.jpg
1833,348225,2641307,32,9780060987510,Nancy E. Turner,1998,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",4.35,44669,54060,9362,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1834,23751850,23751850,37,9780425260940,Liane Moriarty,2011,The Hypnotist's Love Story,3.69,34107,56255,4525,https://images.gr-assets.com/books/1418234545m/23751850.jpg
1835,4008,4008,165,9780060527990,"Paulo Coelho, Amanda Hopkinson, Nick Caistor",2000,O Demônio e a Srta. Prym,3.59,42286,49075,2393,https://images.gr-assets.com/books/1359082264m/4008.jpg
1836,18419,18419,30,9781933718000,"Audrey Penn, Ruth E. Harper, Nancy M. Leak",1993,The Kissing Hand,4.41,51219,51767,1320,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1838,8357992,8357992,66,9780440339340,Lee Child,2010,Worth Dying For,4.2,47296,56320,2627,https://images.gr-assets.com/books/1356095648m/8357992.jpg
1839,454856,454856,30,9780307395990,John Elder Robison,2007,Look Me in the Eye: My Life with Asperger's,3.91,48189,51937,3736,https://images.gr-assets.com/books/1320509615m/454856.jpg
1840,84136,84136,49,9780312979970,Sherrilyn Kenyon,2002,Fantasy Lover,4.17,70274,74975,3081,https://images.gr-assets.com/books/1348332807m/84136.jpg
1841,2029177,2029177,62,9780316014780,"James Patterson, Gabrielle Charbonnet",2008,Sundays at Tiffany's,3.74,51720,58612,5751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1842,111180,111180,51,9780743418740,Jodi Picoult,2002,Perfect Match,3.93,52168,55211,2690,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1843,9844,9844,54,9780812972350,Curtis Sittenfeld,2005,Prep,3.36,50598,53202,4372,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1844,96647,96647,47,9781401307460,"Anthony Kiedis, Larry Sloman",2004,Scar Tissue,4.1,45203,47328,2078,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1845,58027,72579,91,9783442723430,"Margaret Atwood, Brigitte Walitzek",1996,Alias Grace,3.97,51511,60149,2881,https://images.gr-assets.com/books/1472960163m/58027.jpg
1846,17876893,17876893,66,9780425273870,Sylvia Day,2014,Captivated by You,4.06,57831,71432,5234,https://images.gr-assets.com/books/1410020040m/17876893.jpg
1847,29946,29946,91,9780099427860,Richard Bach,1977,Illusions: The Adventures of a Reluctant Messiah,4.14,44569,47411,1821,https://images.gr-assets.com/books/1353964306m/29946.jpg
1848,6381205,6381205,43,9780316056630,Gail Carriger,2009,Soulless,3.91,73051,78238,8554,https://images.gr-assets.com/books/1314020848m/6381205.jpg
1849,17623975,17623975,50,9780142422950,Gayle Forman,2013,Just One Day,4.02,47674,66861,7371,https://images.gr-assets.com/books/1368722144m/17623975.jpg
1850,1661957,1661957,50,9781416953580,Lisa McMann,2008,Wake,3.75,69046,72067,5180,https://images.gr-assets.com/books/1361417311m/1661957.jpg
1851,7170627,7170627,58,9781439107960,Siddhartha Mukherjee,2010,The Emperor of All Maladies: A Biography of Cancer,4.29,48117,53649,4907,https://images.gr-assets.com/books/1280771091m/7170627.jpg
1852,270804,270804,16,9781416940910,Ellen Hopkins,2007,"Glass (Crank, #2)",4.28,51726,53542,2455,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1853,760,760,165,9780307278490,"Gabriel García Márquez, Edith Grossman",2004,Memoria de mis putas tristes,3.59,33534,50285,3018,https://images.gr-assets.com/books/1327484658m/760.jpg
1854,10872085,10872085,67,9780312539560,Jeffrey Archer,2011,Only Time Will Tell,4.04,41187,54311,4459,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1855,773038,773038,66,9781878424110,Deepak Chopra,2013,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,4.07,41427,42963,933,https://images.gr-assets.com/books/1344718433m/773038.jpg
1856,79790,79790,32,9780312315960,Augusten Burroughs,2004,Magical Thinking: True Stories,3.96,45554,46808,1525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1857,13835,13835,52,9780689878560,Tamora Pierce,1984,In the Hand of the Goddess,4.25,66382,70595,1464,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1858,13132,13132,76,9780446614830,"James Patterson, Andrew Gross",2004,3rd Degree,4.0,55599,60574,1718,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1859,12543,12543,28,9780385480020,Anne Lamott,1994,Bird by Bird: Some Instructions on Writing and Life,4.22,55606,57364,5306,https://images.gr-assets.com/books/1394996112m/12543.jpg
1860,8835379,6325285,80,9780805092520,"Kerstin Gier, Anthea Bell",2009,Rubinrot,4.12,62978,82241,8320,https://images.gr-assets.com/books/1312036605m/8835379.jpg
1861,6581511,6581511,64,9780312590440,Alyson Noel,2009,Shadowland,3.66,68104,71034,2468,https://images.gr-assets.com/books/1362336374m/6581511.jpg
1862,216443,216443,73,9780553296130,Timothy Zahn,1991,Heir to the Empire,4.12,50300,54423,2069,https://images.gr-assets.com/books/1398253847m/216443.jpg
1863,13837,13837,51,9780689878570,Tamora Pierce,1988,Lioness Rampant,4.28,65027,68419,1217,https://images.gr-assets.com/books/1390366673m/13837.jpg
1864,259538,259538,55,9780425106880,Robin Cook,1987,Outbreak,3.96,48357,49169,274,https://images.gr-assets.com/books/1344166275m/259538.jpg
1865,129603,129603,93,9788176210780,Louise L. Hay,1984,You Can Heal Your Life,4.14,44445,48122,1252,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1866,18641982,18641982,33,9781594631570,Emma Straub,2014,The Vacationers,3.14,44074,50048,5343,https://images.gr-assets.com/books/1386629708m/18641982.jpg
1868,14064,14064,134,9781857988090,Richard Matheson,1954,I Am Legend ,4.07,46845,59493,3636,https://images.gr-assets.com/books/1390170456m/14064.jpg
1869,150739,150739,33,9780152045660,"Patricia C. Wrede, Peter de Sève",1990,Dealing with Dragons,4.14,67663,69992,2695,https://images.gr-assets.com/books/1385526967m/150739.jpg
1870,455925,455925,32,9780515130970,Lee Child,2000,The Visitor,4.08,44681,57089,2403,https://images.gr-assets.com/books/1174926706m/455925.jpg
1871,37301,37301,44,9780425205820,John Sandford,1989,Rules Of Prey,4.13,52416,56027,1574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1872,84847,84847,55,9780553589180,Tami Hoag,1999,Ashes to Ashes,4.03,49139,50587,610,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1873,16703,16703,58,9780007149830,Michael Chabon,2007,The Yiddish Policemen's Union,3.69,46854,52340,6024,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1874,13642950,13642950,22,9780345528670,Melanie Benjamin,2013,The Aviator's Wife,3.87,48191,53252,6388,https://images.gr-assets.com/books/1345153864m/13642950.jpg
1875,474858,474858,22,9780439598380,David Shannon,1998,A Bad Case of Stripes,4.24,51764,52142,1518,https://images.gr-assets.com/books/1328867924m/474858.jpg
1876,10428708,10428708,75,9780593065710,Lee Child,2011,The Affair,4.11,43992,56437,3274,https://images.gr-assets.com/books/1327982045m/10428708.jpg
1877,33514,33514,240,9780205313430,"William Strunk Jr., E.B. White",1918,The Elements of Style,4.19,46041,57655,2942,https://images.gr-assets.com/books/1393947922m/33514.jpg
1878,12948,12948,832,9780140620610,Henry James,1898,The Turn of the Screw,3.45,53644,66011,4401,https://images.gr-assets.com/books/1443203592m/12948.jpg
1879,6066819,6066819,38,9780743294290,Jennifer Weiner,2009,Best Friends Forever,3.48,50738,52779,3481,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1880,50027,50027,49,9780786939530,R.A. Salvatore,1990,Homeland,4.27,49095,53708,1571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1881,100365,100365,57,9781568650550,"Larry Niven, Jerry Pournelle",1974,The Mote in God's Eye,4.06,48131,52064,1346,https://images.gr-assets.com/books/1399490037m/100365.jpg
1882,9572203,9572203,138,9780307595870,"Jo Nesbø, Don Bartlett",2007,Snømannen (Harry Hole #7) ,4.04,47533,60531,5098,https://images.gr-assets.com/books/1355881478m/9572203.jpg
1883,166997,166997,112,9781590172000,"John  Williams, John McGahern",1965,Stoner,4.28,42869,55450,6927,https://images.gr-assets.com/books/1320600716m/166997.jpg
1884,24937,24937,1,9781401308210,"David Cote, Stephen Schwartz, Joan Marcus, Winnie Holzman",2005,"Wicked: The Grimmerie, a Behind-the-Scenes Look at the Hit Broadway Musical",4.17,47207,47207,241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1885,42607,42607,709,9780743484860,William Shakespeare,1599,As You Like It,3.83,56395,61497,1312,https://images.gr-assets.com/books/1327935363m/42607.jpg
1886,95431,95431,19,9781563892620,"Garth Ennis, Steve Dillon, Joe R. Lansdale",1996,Preacher Vol. 1: Gone to Texas,4.16,51267,51810,1348,https://images.gr-assets.com/books/1309914494m/95431.jpg
1887,15638,15638,501,9780451528930,"Edmond Rostand, Eteel Lawson, Lowell Bair",1897,Cyrano de Bergerac,4.05,54607,60623,1463,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1888,12609,12609,19,9780374525640,Anne Fadiman,1997,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",4.14,47785,49870,3873,https://images.gr-assets.com/books/1432610033m/12609.jpg
1889,3128411,3128411,29,9781841496860,Patricia Briggs,2009,Bone Crossed,4.34,69516,79451,2370,https://images.gr-assets.com/books/1305738183m/3128411.jpg
1890,8709526,8709526,26,9781595143200,Richelle Mead,2013,The Indigo Spell,4.41,73056,77721,5633,https://images.gr-assets.com/books/1438483930m/8709526.jpg
1891,6050298,6050298,39,9780385341650,Karen Marie Moning,2009,Dreamfever,4.43,68816,76586,4211,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1892,16243,16243,77,9780316010700,Kate Atkinson,2004,Case Histories,3.82,54908,60139,4910,https://images.gr-assets.com/books/1451442186m/16243.jpg
1893,15799166,15799166,43,9780345544120,J. Kenner,2013,"Release Me (Stark Trilogy, #1)",4.14,61211,66473,2919,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1894,17910611,17910611,59,9780812984280,Sophie Kinsella,2013,Wedding Night,3.4,32084,59482,5165,https://images.gr-assets.com/books/1396634329m/17910611.jpg
1895,25099,25099,50,9781563892260,"Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker",1990,The Doll's House,4.44,54420,62308,1793,https://images.gr-assets.com/books/1298566119m/25099.jpg
1896,1000751,1000751,405,9780689849110,Eleanor H. Porter,1912,Pollyanna,3.95,56529,61238,1424,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1898,17855756,17855756,49,9781490904380,Hugh Howey,2013,Dust,4.26,33132,50916,3422,https://images.gr-assets.com/books/1369522849m/17855756.jpg
1899,13547188,13547188,49,9781439102760,Jodi Picoult,2012,Lone Wolf,3.67,33504,57793,5569,https://images.gr-assets.com/books/1347278865m/13547188.jpg
1900,10588,10588,68,9780450610100,Stephen King,1993,Nightmares & Dreamscapes ,3.9,54401,59208,905,https://images.gr-assets.com/books/1370950676m/10588.jpg
1901,7304203,7304203,37,9780385341680,Karen Marie Moning,2011,Shadowfever,4.46,73030,79297,6025,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1902,3613997,3613997,82,9780385517840,John Grisham,2009,The Associate,3.64,48838,51847,3520,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1903,13324841,13324841,35,9780547887200,Lois Lowry,2012,"Son (The Giver, #4)",3.98,54620,61353,7093,https://images.gr-assets.com/books/1349952095m/13324841.jpg
1904,18310944,18310944,13,9781401248960,"Neil Gaiman, J.H. Williams III, Dave Stewart, Todd Klein",2015,The Sandman: Overture,3.94,52973,53412,1043,https://images.gr-assets.com/books/1444878181m/18310944.jpg
